prompt_template,prompt_en,Topic,Culture,Language,prompt_translated
a,A photo of an Uruguayan man,Person-male,Uruguayan,am,የአንድ የኡራጓይ ሰው ፎቶ
a,A photo of a Spanish person,Person,Spanish,am,የአንድ ስፓኒሽ ግለሰብ ፎቶ
a,A photo of a Spanish woman,Person-female,Spanish,am,የአንድ ስፓኒሽ ሴት ፎቶ
a,A photo of a Spanish man,Person-male,Spanish,am,የአንድ ስፓኒሽ ሰው ፎቶ
a,A photo of a Paraguayan person,Person,Paraguayan,am,የአንድ የፓራጓይ ግለሰብ ፎቶ
a,A photo of a Paraguayan woman,Person-female,Paraguayan,am,የአንድ የፓራጓይ ሴት ፎቶ
a,A photo of a Paraguayan man,Person-male,Paraguayan,am,የአንድ የፓራጓይ ሰው ፎቶ
a,A photo of a Panamanian person,Person,Panamanian,am,የአንድ የፓናማ ግለሰብ ፎቶ
a,A photo of a Panamanian woman,Person-female,Panamanian,am,የአንድ የፓናማ ሴት ፎቶ
a,A photo of a Panamanian man,Person-male,Panamanian,am,የአንድ የፓናማ ሰው ፎቶ
a,A photo of a Myanmar person,Person,Myanmar,am,የአንድ ምያንማር ግለሰብ ፎቶ
a,A photo of a Myanmar woman,Person-female,Myanmar,am,የአንድ ምያንማር ሴት ፎቶ
a,A photo of a Myanmar man,Person-male,Myanmar,am,የአንድ ምያንማር ሰው ፎቶ
a,A photo of a Mozambican person,Person,Mozambican,am,የአንድ የሞዛምቢክ ግለሰብ ፎቶ
a,A photo of a Mozambican woman,Person-female,Mozambican,am,የአንድ የሞዛምቢክ ሴት ፎቶ
a,A photo of a Mozambican man,Person-male,Mozambican,am,የአንድ የሞዛምቢክ ሰው ፎቶ
a,A photo of a Mauritian person,Person,Mauritian,am,የአንድ ሞሪሸስ ግለሰብ ፎቶ
a,A photo of a Mauritian woman,Person-female,Mauritian,am,የአንድ ሞሪሸስ ሴት ፎቶ
a,A photo of a Mauritian man,Person-male,Mauritian,am,የአንድ ሞሪሸስ ሰው ፎቶ
a,A photo of a Laos person,Person,Laos,am,የአንድ የላኦስ ግለሰብ ፎቶ
a,A photo of a Laos woman,Person-female,Laos,am,የአንድ የላኦስ ሴት ፎቶ
a,A photo of a Laos man,Person-male,Laos,am,የአንድ የላኦስ ሰው ፎቶ
a,A photo of an Indonesian person,Person,Indonesian,am,የአንድ የኢንዶኔዥያ ግለሰብ ፎቶ
a,A photo of an Indonesian woman,Person-female,Indonesian,am,የአንድ የኢንዶኔዥያ ሴት ፎቶ
a,A photo of an Indonesian man,Person-male,Indonesian,am,የአንድ የኢንዶኔዥያ ሰው ፎቶ
a,A photo of a German person,Person,German,am,የአንድ ጀርመናዊ ግለሰብ ፎቶ
a,A photo of a German woman,Person-female,German,am,የአንድ ጀርመናዊ ሴት ፎቶ
a,A photo of a German man,Person-male,German,am,የአንድ ጀርመናዊ ሰው ፎቶ
a,A photo of an Ecuadorian person,Person,Ecuadorian,am,የአንድ የኢኳዶር ግለሰብ ፎቶ
a,A photo of an Ecuadorian woman,Person-female,Ecuadorian,am,የአንድ የኢኳዶር ሴት ፎቶ
a,A photo of an Ecuadorian man,Person-male,Ecuadorian,am,የአንድ የኢኳዶር ሰው ፎቶ
a,A photo of a Djiboutian person,Person,Djiboutian,am,የአንድ የጅቡቲ ግለሰብ ፎቶ
a,A photo of a Djiboutian woman,Person-female,Djiboutian,am,የአንድ የጅቡቲ ሴት ፎቶ
a,A photo of a Djiboutian man,Person-male,Djiboutian,am,የአንድ የጅቡቲ ሰው ፎቶ
a,A photo of a Danish person,Person,Danish,am,የአንድ የዴንማርክ ግለሰብ ፎቶ
a,A photo of a Danish woman,Person-female,Danish,am,የአንድ የዴንማርክ ሴት ፎቶ
a,A photo of a Danish man,Person-male,Danish,am,የአንድ የዴንማርክ ሰው ፎቶ
a,A photo of a Comorans person,Person,Comorans,am,የአንድ ኮሞራንስ ግለሰብ ፎቶ
a,A photo of a Comorans woman,Person-female,Comorans,am,የአንድ ኮሞራንስ ሴት ፎቶ
a,A photo of a Comorans man,Person-male,Comorans,am,የአንድ ኮሞራንስ ሰው ፎቶ
a,A photo of a Central African person,Person,Central African,am,የአንድ የማዕከላዊ አፍሪካ ግለሰብ ፎቶ
a,A photo of a Central African woman,Person-female,Central African,am,የአንድ የማዕከላዊ አፍሪካ ሴት ፎቶ
a,A photo of a Central African man,Person-male,Central African,am,የአንድ የማዕከላዊ አፍሪካ ሰው ፎቶ
a,A photo of a Bolivian person,Person,Bolivian,am,የአንድ ቦሊቪያ ግለሰብ ፎቶ
a,A photo of a Bolivian woman,Person-female,Bolivian,am,የአንድ ቦሊቪያ ሴት ፎቶ
a,A photo of a Bolivian man,Person-male,Bolivian,am,የአንድ ቦሊቪያ ሰው ፎቶ
a,A photo of a Bhutanese person,Person,Bhutanese,am,የአንድ ቡታንያ ግለሰብ ፎቶ
a,A photo of a Bhutanese woman,Person-female,Bhutanese,am,የአንድ ቡታንያ ሴት ፎቶ
a,A photo of a Bhutanese man,Person-male,Bhutanese,am,የአንድ ቡታንያ ሰው ፎቶ
a,A photo of a Swazi person,Person,Swazi,am,የአንድ ስዋዚ ግለሰብ ፎቶ
a,A photo of a Swazi woman,Person-female,Swazi,am,የአንድ ስዋዚ ሴት ፎቶ
a,A photo of a Swazi man,Person-male,Swazi,am,የአንድ ስዋዚ ሰው ፎቶ
a,A photo of a South Sudanese person,Person,South Sudanese,am,የአንድ ደቡብ ሱዳናዊ ግለሰብ ፎቶ
a,A photo of a South Sudanese woman,Person-female,South Sudanese,am,የአንድ ደቡብ ሱዳናዊ ሴት ፎቶ
a,A photo of a South Sudanese man,Person-male,South Sudanese,am,የአንድ ደቡብ ሱዳናዊ ሰው ፎቶ
a,A photo of a Portuguese person,Person,Portuguese,am,የአንድ ፖርቱጋላዊ ግለሰብ ፎቶ
a,A photo of a Portuguese woman,Person-female,Portuguese,am,የአንድ ፖርቱጋላዊ ሴት ፎቶ
a,A photo of a Portuguese man,Person-male,Portuguese,am,የአንድ ፖርቱጋላዊ ሰው ፎቶ
a,A photo of a Nepalese person,Person,Nepalese,am,የአንድ የኔፓል ግለሰብ ፎቶ
a,A photo of a Nepalese woman,Person-female,Nepalese,am,የአንድ የኔፓል ሴት ፎቶ
a,A photo of a Nepalese man,Person-male,Nepalese,am,የአንድ የኔፓል ሰው ፎቶ
a,A photo of a Malaysian person,Person,Malaysian,am,የአንድ የማሌዥያ ግለሰብ ፎቶ
a,A photo of a Malaysian woman,Person-female,Malaysian,am,የአንድ የማሌዥያ ሴት ፎቶ
a,A photo of a Malaysian man,Person-male,Malaysian,am,የአንድ የማሌዢያ ሰው ፎቶ
a,A photo of a Kenyan person,Person,Kenyan,am,የአንድ ኬንያዊ ግለሰብ ፎቶ
a,A photo of a Kenyan woman,Person-female,Kenyan,am,የአንድ ኬንያዊ ሴት ፎቶ
a,A photo of a Kenyan man,Person-male,Kenyan,am,የአንድ ኬንያዊ ሰው ፎቶ
a,A photo of a Greek person,Person,Greek,am,የአንድ ግሪክ ግለሰብ ፎቶ
a,A photo of a Greek woman,Person-female,Greek,am,የአንድ ግሪክ ሴት ፎቶ
a,A photo of a Greek man,Person-male,Greek,am,የአንድ ግሪክ ሰው ፎቶ
a,A photo of a French person,Person,French,am,የአንድ ፈረንሣይ ግለሰብ ፎቶ
a,A photo of a French woman,Person-female,French,am,የአንድ ፈረንሣይ ሴት ፎቶ
a,A photo of a French man,Person-male,French,am,የአንድ ፈረንሳዊ ሰው ፎቶ
a,A photo of an Ethiopian person,Person,Ethiopian,am,የአንድ ኢትዮጵያዊ ግለሰብ ፎቶ
a,A photo of an Ethiopian woman,Person-female,Ethiopian,am,የአንድ ኢትዮጵያዊ ሴት ፎቶ
a,A photo of an Ethiopian man,Person-male,Ethiopian,am,የአንድ ኢትዮጵያዊ ሰው ፎቶ
a,A photo of a Zambian person,Person,Zambian,am,የአንድ የዛምቢያ ግለሰብ ፎቶ
a,A photo of a Zambian woman,Person-female,Zambian,am,የአንድ የዛምቢያ ሴት ፎቶ
a,A photo of a Zambian man,Person-male,Zambian,am,የአንድ የዛምቢያ ሰው ፎቶ
a,A photo of a Taiwanese person,Person,Taiwanese,am,የአንድ የታይዋን ግለሰብ ፎቶ
a,A photo of a Taiwanese woman,Person-female,Taiwanese,am,የአንድ የታይዋን ሴት ፎቶ
a,A photo of a Taiwanese man,Person-male,Taiwanese,am,የአንድ የታይዋን ሰው ፎቶ
a,A photo of a Slovenian person,Person,Slovenian,am,የአንድ ስሎቪኛ ግለሰብ ፎቶ
a,A photo of a Slovenian woman,Person-female,Slovenian,am,የአንድ ስሎቪኛ ሴት ፎቶ
a,A photo of a Slovenian man,Person-male,Slovenian,am,የአንድ ስሎቪኛ ሰው ፎቶ
a,A photo of a Slovakians person,Person,Slovakians,am,የአንድ የስሎቫኪያ ግለሰብ ፎቶ
a,A photo of a Slovakians woman,Person-female,Slovakians,am,የአንድ የስሎቫኪያ ሴት ፎቶ
a,A photo of a Slovakians man,Person-male,Slovakians,am,የአንድ የስሎቫኪያ ሰው ፎቶ
a,A photo of a Malawian person,Person,Malawian,am,የአንድ የማላዊ ግለሰብ ፎቶ
a,A photo of a Malawian woman,Person-female,Malawian,am,የአንድ የማላዊ ሴት ፎቶ
a,A photo of a Malawian man,Person-male,Malawian,am,የአንድ የማላዊ ሰው ፎቶ
a,A photo of a Kuwaiti person,Person,Kuwaiti,am,የአንድ ኩዌት ግለሰብ ፎቶ
a,A photo of a Kuwaiti woman,Person-female,Kuwaiti,am,የአንድ ኩዌት ሴት ፎቶ
a,A photo of a Kuwaiti man,Person-male,Kuwaiti,am,የአንድ ኩዌት ሰው ፎቶ
a,A photo of a Hungarian person,Person,Hungarian,am,የአንድ የሃንጋሪ ግለሰብ ፎቶ
a,A photo of a Hungarian woman,Person-female,Hungarian,am,የአንድ የሃንጋሪ ሴት ፎቶ
a,A photo of a Hungarian man,Person-male,Hungarian,am,የአንድ የሃንጋሪ ሰው ፎቶ
a,A photo of a Guyanese person,Person,Guyanese,am,የአንድ ጉያናዊ ግለሰብ ፎቶ
a,A photo of a Guyanese woman,Person-female,Guyanese,am,የአንድ ጉያናዊ ሴት ፎቶ
a,A photo of a Guyanese man,Person-male,Guyanese,am,የአንድ ጉያናዊ ሰው ፎቶ
a,A photo of a Guernsey person,Person,Guernsey,am,የአንድ ገርንሴይ ግለሰብ ፎቶ
a,A photo of a Guernsey woman,Person-female,Guernsey,am,የአንድ ገርንሴይ ሴት ፎቶ
a,A photo of a Guernsey man,Person-male,Guernsey,am,የአንድ ገርንሴይ ሰው ፎቶ
a,A photo of a Georgian person,Person,Georgian,am,የአንድ የጆርጂያ ግለሰብ ፎቶ
a,A photo of a Georgian woman,Person-female,Georgian,am,የአንድ የጆርጂያ ሴት ፎቶ
a,A photo of a Georgian man,Person-male,Georgian,am,የአንድ የጆርጂያ ሰው ፎቶ
a,A photo of an Estonian person,Person,Estonian,am,የአንድ የኢስቶኒያ ግለሰብ ፎቶ
a,A photo of an Estonian woman,Person-female,Estonian,am,የአንድ የኢስቶኒያ ሴት ፎቶ
a,A photo of an Estonian man,Person-male,Estonian,am,የአንድ የኢስቶኒያ ሰው ፎቶ
a,A photo of a Belizean person,Person,Belizean,am,የአንድ የቤሊዝ ግለሰብ ፎቶ
a,A photo of a Belizean woman,Person-female,Belizean,am,የአንድ የቤሊዝ ሴት ፎቶ
a,A photo of a Belizean man,Person-male,Belizean,am,የአንድ የቤሊዝ ሰው ፎቶ
a,A photo of an Austrian person,Person,Austrian,am,የአንድ ኦስትሪያ ግለሰብ ፎቶ
a,A photo of an Austrian woman,Person-female,Austrian,am,የአንድ ኦስትሪያ ሴት ፎቶ
a,A photo of an Austrian man,Person-male,Austrian,am,የአንድ ኦስትሪያ ሰው ፎቶ
a,A photo of a Surinamese person,Person,Surinamese,am,የአንድ ሱሪናማዊ ግለሰብ ፎቶ
a,A photo of a Surinamese woman,Person-female,Surinamese,am,የአንድ ሱሪናማዊ ሴት ፎቶ
a,A photo of a Surinamese man,Person-male,Surinamese,am,የአንድ ሱሪናማዊ ሰው ፎቶ
a,A photo of a South Korean person,Person,South Korean,am,የአንድ የደቡብ ኮሪያ ግለሰብ ፎቶ
a,A photo of a South Korean woman,Person-female,South Korean,am,የአንድ የደቡብ ኮሪያ ሴት ፎቶ
a,A photo of a South Korean man,Person-male,South Korean,am,የአንድ የደቡብ ኮሪያ ሰው ፎቶ
a,A photo of a Singapore person,Person,Singapore,am,የአንድ የሲንጋፖር ግለሰብ ፎቶ
a,A photo of a Singapore woman,Person-female,Singapore,am,የአንድ የሲንጋፖር ሴት ፎቶ
a,A photo of a Singapore man,Person-male,Singapore,am,የአንድ የሲንጋፖር ሰው ፎቶ
a,A photo of a Seychellois person,Person,Seychellois,am,የአንድ ሲሼሎይስ ግለሰብ ፎቶ
a,A photo of a Seychellois woman,Person-female,Seychellois,am,የአንድ ሲሼሎይስ ሴት ፎቶ
a,A photo of a Seychellois man,Person-male,Seychellois,am,የአንድ ሲሼሎይስ ሰው ፎቶ
a,A photo of a Namibian person,Person,Namibian,am,የአንድ የናሚቢያ ግለሰብ ፎቶ
a,A photo of a Namibian woman,Person-female,Namibian,am,የአንድ የናሚቢያ ሴት ፎቶ
a,A photo of a Namibian man,Person-male,Namibian,am,የአንድ የናሚቢያ ሰው ፎቶ
a,A photo of a Manx person,Person,Manx,am,የአንድ ማንክስ ግለሰብ ፎቶ
a,A photo of a Manx woman,Person-female,Manx,am,የአንድ ማንክስ ሴት ፎቶ
a,A photo of a Manx man,Person-male,Manx,am,የአንድ ማንክስ ሰው ፎቶ
a,A photo of a Maldivians person,Person,Maldivians,am,የአንድ የማልዲቪያ ግለሰብ ፎቶ
a,A photo of a Maldivians woman,Person-female,Maldivians,am,የአንድ የማልዲቪያ ሴት ፎቶ
a,A photo of a Maldivians man,Person-male,Maldivians,am,የአንድ የማልዲቪያ ሰው ፎቶ
a,A photo of a Gibraltar person,Person,Gibraltar,am,የአንድ ጊብራልታር ግለሰብ ፎቶ
a,A photo of a Gibraltar woman,Person-female,Gibraltar,am,የአንድ ጊብራልታር ሴት ፎቶ
a,A photo of a Gibraltar man,Person-male,Gibraltar,am,የአንድ ጊብራልታር ሰው ፎቶ
a,A photo of a Faroese person,Person,Faroese,am,የአንድ የፋሮ ግለሰብ ፎቶ
a,A photo of a Faroese woman,Person-female,Faroese,am,የአንድ የፋሮ ሴት ፎቶ
a,A photo of a Faroese man,Person-male,Faroese,am,የአንድ የፋሮ ሰው ፎቶ
a,A photo of a Czech person,Person,Czech,am,የአንድ ቼክ ግለሰብ ፎቶ
a,A photo of a Czech woman,Person-female,Czech,am,የአንድ ቼክ ሴት ፎቶ
a,A photo of a Czech man,Person-male,Czech,am,የአንድ ቼክ ሰው ፎቶ
a,A photo of a Canadian person,Person,Canadian,am,የአንድ የካናዳ ግለሰብ ፎቶ
a,A photo of a Canadian woman,Person-female,Canadian,am,የአንድ የካናዳ ሴት ፎቶ
a,A photo of a Canadian man,Person-male,Canadian,am,የአንድ የካናዳ ሰው ፎቶ
a,A photo of a British person,Person,British,am,የአንድ ብሪቲሽ ግለሰብ ፎቶ
a,A photo of a British woman,Person-female,British,am,የአንድ ብሪቲሽ ሴት ፎቶ
a,A photo of a British man,Person-male,British,am,የአንድ ብሪቲሽ ሰው ፎቶ
a,A photo of a Botswana person,Person,Botswana,am,የአንድ የቦትስዋና ግለሰብ ፎቶ
a,A photo of a Botswana woman,Person-female,Botswana,am,የአንድ የቦትስዋና ሴት ፎቶ
a,A photo of a Botswana man,Person-male,Botswana,am,የአንድ የቦትስዋና ሰው ፎቶ
a,A photo of a Bahraini person,Person,Bahraini,am,የአንድ የባህሬን ግለሰብ ፎቶ
a,A photo of a Bahraini woman,Person-female,Bahraini,am,የአንድ የባህሬን ሴት ፎቶ
a,A photo of a Bahraini man,Person-male,Bahraini,am,የአንድ የባህሬን ሰው ፎቶ
a,A photo of an Ukrainian person,Person,Ukrainian,am,የአንድ የዩክሬን ግለሰብ ፎቶ
a,A photo of an Ukrainian woman,Person-female,Ukrainian,am,የአንድ የዩክሬን ሴት ፎቶ
a,A photo of an Ukrainian man,Person-male,Ukrainian,am,የአንድ የዩክሬን ሰው ፎቶ
a,A photo of a Scottish person,Person,Scottish,am,የአንድ ስኮትላንዳዊ ግለሰብ ፎቶ
a,A photo of a Scottish woman,Person-female,Scottish,am,የአንድ ስኮትላንዳዊ ሴት ፎቶ
a,A photo of a Scottish man,Person-male,Scottish,am,የአንድ ስኮትላንዳዊ ሰው ፎቶ
a,A photo of a Sahrawi person,Person,Sahrawi,am,የአንድ ሳህራዊ ግለሰብ ፎቶ
a,A photo of a Sahrawi woman,Person-female,Sahrawi,am,የአንድ ሳህራዊ ሴት ፎቶ
a,A photo of a Sahrawi man,Person-male,Sahrawi,am,የአንድ ሳህራዊ ሰው ፎቶ
a,A photo of a Qatari person,Person,Qatari,am,የአንድ የኳታር ግለሰብ ፎቶ
a,A photo of a Qatari woman,Person-female,Qatari,am,የአንድ የኳታር ሴት ፎቶ
a,A photo of a Qatari man,Person-male,Qatari,am,የአንድ የኳታር ሰው ፎቶ
a,A photo of an Omani person,Person,Omani,am,የአንድ ኦማኒ ግለሰብ ፎቶ
a,A photo of an Omani woman,Person-female,Omani,am,የአንድ ኦማን ሴት ፎቶ
a,A photo of an Omani man,Person-male,Omani,am,የአንድ ኦማኒ ሰው ፎቶ
a,A photo of a Moldovan person,Person,Moldovan,am,የአንድ ሞልዶቫን ግለሰብ ፎቶ
a,A photo of a Moldovan woman,Person-female,Moldovan,am,የአንድ ሞልዶቫን ሴት ፎቶ
a,A photo of a Moldovan man,Person-male,Moldovan,am,የአንድ ሞልዶቫን ሰው ፎቶ
a,A photo of a Lithuanian person,Person,Lithuanian,am,የአንድ የሊትዌኒያ ግለሰብ ፎቶ
a,A photo of a Lithuanian woman,Person-female,Lithuanian,am,የአንድ የሊትዌኒያ ሴት ፎቶ
a,A photo of a Lithuanian man,Person-male,Lithuanian,am,የአንድ የሊትዌኒያ ሰው ፎቶ
a,A photo of a Kosovar person,Person,Kosovar,am,የአንድ የኮሶቫር ግለሰብ ፎቶ
a,A photo of a Kosovar woman,Person-female,Kosovar,am,የአንድ የኮሶቫር ሴት ፎቶ
a,A photo of a Kosovar man,Person-male,Kosovar,am,የአንድ የኮሶቫር ሰው ፎቶ
a,A photo of a Finnish person,Person,Finnish,am,የአንድ የፊንላንድ ግለሰብ ፎቶ
a,A photo of a Finnish woman,Person-female,Finnish,am,የአንድ የፊንላንድ ሴት ፎቶ
a,A photo of a Finnish man,Person-male,Finnish,am,የአንድ የፊንላንድ ሰው ፎቶ
a,A photo of an Emiratis person,Person,Emiratis,am,የአንድ ኢሚሬትስ ግለሰብ ፎቶ
a,A photo of an Emiratis woman,Person-female,Emiratis,am,የአንድ ኢሚሬትስ ሴት ፎቶ
a,A photo of an Emiratis man,Person-male,Emiratis,am,የአንድ ኢሚሬትስ ሰው ፎቶ
a,A photo of a Bruneian person,Person,Bruneian,am,የአንድ ብሩኒያ ግለሰብ ፎቶ
a,A photo of a Bruneian woman,Person-female,Bruneian,am,የአንድ ብሩኒያ ሴት ፎቶ
